"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6655","should be able to create a task correctly","chromium","Wed Mar 11 23:52:30 UTC 2026","passed","Wed Mar 11 23:52:37 UTC 2026","Task Management","ui/today.spec.ts","",""
"","1412","should be able to create a task via API correctly for today","chromium","Wed Mar 11 23:52:15 UTC 2026","passed","Wed Mar 11 23:52:17 UTC 2026","API - Create Task","api/create.spec.ts","",""
"","7201","TC04 - Delete task successfully","chromium","Wed Mar 11 23:52:37 UTC 2026","passed","Wed Mar 11 23:52:44 UTC 2026","Task Management","ui/today.spec.ts","",""
"","1782","should display the correct error message for invalid credentials","chromium","Wed Mar 11 23:52:22 UTC 2026","passed","Wed Mar 11 23:52:24 UTC 2026","Login tests","ui/login.spec.ts","",""
"","5211","should be able to login correctly","chromium","Wed Mar 11 23:52:17 UTC 2026","passed","Wed Mar 11 23:52:22 UTC 2026","Login tests","ui/login.spec.ts","",""
"","6119","TC03 - Create task successfully from sidebar","chromium","Wed Mar 11 23:52:24 UTC 2026","passed","Wed Mar 11 23:52:30 UTC 2026","Sidebar tests","ui/sidebar.spec.ts","",""
